2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
,38.55,37.078,26.847,20.834,27.484,26.847,39.295,27.484,36.352,33.51,4.375,3.036,13.083,28.778
,37.078,37.078,26.847,20.834,27.484,26.216,39.295,26.847,35.632,32.815,4.668,2.794,13.083,28.778
,37.078,37.078,25.592,20.834,27.484,26.216,39.295,26.216,34.918,31.444,5.278,1.717,13.083,28.778
,37.078,37.078,25.592,19.711,26.847,25.592,39.295,25.592,34.211,30.098,5.278,1.529,12.623,28.778
,36.352,37.078,25.592,19.16,25.592,25.592,38.55,25.592,34.211,30.098,5.278,1.351,11.284,28.778
,35.632,37.078,24.363,19.16,24.363,24.974,37.811,25.592,33.51,30.098,5.278,1.351,9.198,28.778
,35.632,37.811,23.758,19.16,23.758,24.974,37.078,24.974,33.51,30.768,4.969,1.182,8.803,28.778
,37.078,38.55,23.16,19.16,23.16,24.363,36.352,24.974,33.51,28.128,4.668,1.182,8.416,28.778
,34.211,39.295,22.569,18.616,22.569,24.363,34.918,24.363,32.815,26.847,4.668,1.182,8.416,28.778
,33.51,40.046,22.569,18.616,21.984,24.363,34.211,24.363,32.126,26.847,4.09,1.182,5.278,28.778
,32.815,40.046,21.984,18.616,21.984,24.363,33.51,24.363,32.126,26.216,3.814,1.182,5.278,28.778
,32.126,40.803,21.984,18.616,21.984,23.758,33.51,23.758,30.768,26.216,3.546,1.024,5.278,28.778
,32.126,39.295,21.406,18.078,21.984,23.758,32.126,23.758,29.435,26.216,3.287,1.024,5.278,28.778
,32.126,37.078,20.834,17.547,21.984,23.758,32.126,24.363,28.778,25.592,2.794,0.875,5.92,28.778
,32.126,37.078,20.834,17.547,21.984,23.758,32.126,26.216,28.128,24.363,2.794,0.875,7.664,28.778
,32.126,40.803,19.711,17.547,22.569,25.592,34.918,26.847,27.484,23.758,2.561,0.875,8.037,28.778
,30.098,44.681,19.711,17.024,21.984,25.592,35.632,26.847,25.592,22.569,2.561,0.736,6.595,28.778
,30.768,44.681,19.16,17.024,23.16,24.363,36.352,26.847,25.592,22.569,2.561,0.608,6.253,28.778
,30.098,42.336,19.16,17.547,23.16,23.16,36.352,27.484,25.592,21.984,2.336,0.608,6.253,28.778
,29.435,39.295,18.616,18.078,23.758,23.16,34.211,28.128,24.363,21.984,2.336,0.608,5.278,28.128
,28.778,38.55,17.547,18.616,23.758,21.984,30.768,28.128,23.16,21.984,2.336,0.608,5.278,28.128
,28.778,37.811,17.547,19.711,23.758,21.984,30.768,28.128,21.984,23.16,2.121,0.491,5.278,26.847
,28.128,37.811,17.024,19.711,23.16,21.406,32.126,26.847,23.16,23.16,2.121,0.491,5.278,27.484
,28.778,36.352,17.024,20.834,23.16,20.834,32.126,26.847,24.363,27.484,2.121,0.29,4.969,27.484
,28.778,34.211,16.507,21.984,21.984,20.269,32.126,26.216,26.216,30.098,2.121,0.29,4.668,27.484
,28.128,30.768,18.078,23.16,21.406,20.269,31.444,26.216,26.216,29.435,1.717,0.29,4.668,26.847
,28.128,30.098,19.711,23.16,20.834,20.269,31.444,25.592,26.216,26.847,1.529,0.29,4.668,26.847
,27.484,29.435,19.711,21.984,20.834,19.711,30.768,24.974,26.216,28.778,1.529,0.207,4.375,26.216
,27.484,28.778,20.269,21.406,20.834,18.616,30.098,23.758,26.216,26.847,1.351,0.136,3.814,26.216
,27.484,28.778,19.711,20.834,21.984,18.078,29.435,22.569,26.216,24.363,1.182,0.136,3.287,26.216
,26.847,28.778,19.16,19.711,20.834,18.078,28.128,22.569,26.216,23.758,1.024,0.079,3.036,26.216
,26.847,28.128,19.16,19.711,19.711,18.078,28.128,21.984,26.216,23.16,1.024,0.079,2.794,24.974
,25.592,27.484,19.16,19.711,18.616,18.078,26.847,21.406,25.592,22.569,0.875,0.079,2.794,24.974
,23.16,27.484,18.616,19.711,18.078,19.16,26.847,20.834,24.974,21.406,0.875,0.035,2.794,24.363
,23.758,27.484,18.616,19.711,17.547,20.269,26.847,20.269,23.16,20.834,0.736,0.035,2.561,24.363
,23.16,15.493,16.507,19.711,16.507,20.834,26.216,19.711,22.569,20.834,0.608,0.304,2.561,24.363
,23.758,25.592,15.996,19.711,16.507,21.406,26.216,19.16,23.16,18.078,0.608,0.304,2.336,23.758
,23.758,25.592,15.996,19.711,15.996,20.834,26.216,19.16,23.16,20.269,0.608,0.304,2.336,23.758
,23.16,24.974,15.996,19.16,15.996,19.711,25.592,19.16,22.569,20.269,0.736,0.368,2.336,23.758
,23.16,24.363,15.996,18.616,15.996,19.711,25.592,19.16,21.984,19.711,0.736,0.368,2.336,22.569
,23.16,24.363,15.996,18.078,15.493,18.616,25.592,18.616,21.984,19.16,0.736,0.368,2.336,22.569
,23.16,24.363,15.493,17.547,15.493,17.547,24.363,18.616,21.406,19.16,0.608,0.304,2.336,21.984
,23.758,23.758,15.493,17.547,14.508,17.547,24.974,18.078,20.834,19.711,0.491,0.2455,2.336,22.569
,24.974,23.16,14.997,17.547,14.508,16.507,25.592,18.078,18.616,20.834,0.385,0.1925,2.336,21.984
,26.847,23.16,14.997,18.078,14.026,16.507,24.974,18.078,17.024,22.569,0.29,0.145,2.336,21.406
,32.126,23.16,14.508,16.507,14.026,15.493,24.974,18.078,16.507,23.16,0.29,0.145,2.336,20.834
,31.444,23.16,14.026,15.493,14.026,15.493,24.363,18.078,16.507,24.363,0.29,0.145,2.121,21.406
,29.435,21.984,13.551,14.508,13.551,14.997,24.363,18.078,16.507,24.363,0.207,0.1035,2.121,20.834
,28.778,21.984,13.551,14.508,13.551,14.997,23.758,17.547,16.507,23.758,0.207,0.1035,2.121,20.834
,26.847,21.984,13.551,14.026,13.551,14.997,24.974,17.547,17.547,23.758,0.136,0.068,2.121,20.834
,24.974,21.984,13.551,14.026,13.083,14.508,28.128,16.507,17.547,22.569,0.136,0.068,2.121,20.834
,24.363,23.16,13.551,13.551,12.169,14.508,28.778,15.996,17.547,21.984,0.136,0.068,2.121,20.269
,23.16,23.16,13.083,13.083,12.169,14.508,28.778,15.996,18.078,21.406,0.079,0.0395,2.121,19.711
,22.569,23.16,12.623,12.623,12.169,14.508,27.484,15.996,18.616,20.269,0.079,0.0395,1.914,19.711
,21.984,23.758,12.623,12.623,11.723,16.507,26.847,13.551,18.616,19.16,0.079,0.0395,1.351,19.711
,21.406,23.16,12.623,12.623,11.723,16.507,25.592,10.427,19.711,19.16,0.035,0.0175,0.736,19.711
,21.406,22.569,12.623,11.723,11.284,15.996,28.778,10.01,19.711,21.406,0.035,0.0175,0.736,19.711
,21.406,22.569,13.083,11.723,11.284,15.493,28.778,10.01,19.711,28.128,0.008,0.004,0.736,19.711
,20.834,20.834,13.551,11.723,10.852,15.493,26.847,10.01,19.711,28.128,0.008,0.004,0.736,18.616
,,,,11.723,,,,9.198,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,21.406,15.493,14.508,11.723,10.427,14.508,26.847,9.198,19.711,26.847,23.279,25.063,0.736,18.616
,20.834,19.16,21.984,11.723,10.01,13.551,26.216,9.198,19.711,24.363,22.037,23.2,0.736,18.078
,20.834,18.616,26.847,11.284,10.01,13.551,26.216,9.198,19.711,23.16,21.4355,22.29775,0.736,18.078
,20.269,18.616,25.592,11.284,9.6,13.083,25.592,9.198,19.711,22.569,21.14,21.8545,0.736,18.078
,20.269,18.078,24.363,11.284,9.6,12.169,24.363,8.803,19.711,21.984,20.8475,21.41575,0.736,17.547
,19.711,18.616,24.363,11.284,9.6,11.723,23.16,8.416,20.269,21.406,20.8375,21.12175,0.736,17.547
,19.16,19.711,21.984,11.284,9.6,11.723,21.984,8.416,20.834,21.406,21.12,21.263,0.736,17.547
,18.078,21.984,19.711,11.284,9.198,10.852,20.834,8.416,22.569,22.569,22.569,22.569,0.736,15.493
,17.547,23.758,18.616,10.852,9.198,10.852,17.547,8.416,21.406,20.834,21.12,20.977,0.736,15.493
,17.547,23.758,17.547,10.852,9.198,10.01,17.024,8.416,21.406,20.834,21.12,20.977,0.736,15.493
,17.547,23.16,16.507,10.852,9.198,10.01,16.507,8.416,21.984,20.269,21.1265,20.69775,0.736,18.078
,17.547,24.363,16.507,10.852,8.803,10.427,15.996,9.198,20.834,20.269,20.5515,20.41025,0.736,21.984
,17.547,23.16,15.493,10.852,8.803,10.427,15.996,9.198,19.711,20.269,19.99,20.1295,1.529,21.984
,17.547,21.984,15.493,10.852,9.198,10.852,15.493,9.198,19.16,19.711,19.4355,19.57325,1.717,22.569
,17.024,20.834,14.508,10.852,9.198,13.551,13.083,9.198,19.16,19.711,19.4355,19.57325,1.717,22.569
,19.711,19.711,12.623,10.852,10.01,13.551,14.508,9.6,19.16,19.711,19.4355,19.57325,1.717,23.16
,19.711,18.616,14.997,10.427,11.723,18.616,14.508,10.427,19.16,19.711,19.4355,19.57325,1.914,23.16
,20.834,19.16,15.493,10.427,13.551,18.616,14.508,10.427,18.078,19.711,18.8945,19.30275,1.914,23.758
,20.834,18.616,15.996,10.427,23.16,17.547,14.997,10.01,17.547,19.16,18.3535,18.75675,2.121,24.363
,24.363,18.616,17.547,10.01,25.592,17.547,14.508,10.01,18.078,18.078,18.078,18.078,2.121,24.363
,55.47,19.16,20.269,9.6,26.216,18.616,14.508,9.198,19.711,17.547,18.629,18.088,2.121,25.592
,34.918,20.269,19.711,10.01,30.098,18.616,15.493,9.198,19.711,15.996,17.8535,16.92475,2.121,28.778
,33.51,20.269,26.847,12.169,31.444,19.711,16.507,10.01,20.269,14.997,17.633,16.315,2.121,30.098
,33.51,20.269,28.778,13.551,33.51,20.269,17.024,10.01,20.269,16.507,18.388,17.4475,2.121,30.098
,33.51,19.711,30.098,13.551,34.918,20.834,17.024,10.01,19.16,22.569,20.8645,21.71675,2.121,30.098
,32.126,19.711,26.216,13.083,31.444,21.984,18.078,10.01,19.16,23.16,21.16,22.16,2.121,30.768
,31.444,19.711,26.847,12.623,23.758,21.406,19.16,9.198,19.16,21.406,20.283,20.8445,2.121,30.768
,30.768,23.16,26.847,12.169,23.758,19.16,19.711,8.416,20.269,14.997,17.633,16.315,2.121,30.768
,30.768,25.592,25.592,12.169,18.078,18.078,23.16,8.416,21.984,15.493,18.7385,17.11575,2.121,30.768
,30.098,23.16,24.363,11.723,17.547,18.078,25.592,8.416,23.16,16.507,19.8335,18.17025,2.184,31.444
,30.098,22.569,23.758,10.427,16.507,18.616,26.847,8.416,23.16,15.996,19.578,17.787,2.121,32.126
,30.098,22.569,23.16,9.6,16.507,19.711,28.128,8.037,24.363,15.493,15.96433333,0.136,2.121,32.126
,15.493,23.16,20.834,9.198,15.996,19.711,29.435,8.416,26.216,15.493,16.70833333,0.207,2.121,32.126
,23.16,24.974,19.711,9.198,14.508,19.711,29.435,9.198,25.592,14.997,16.59566667,0.207,2.121,32.126
,23.16,22.569,19.711,9.198,14.508,21.984,27.484,11.284,23.758,14.997,16.67966667,0.207,1.351,32.126
,21.984,24.363,18.616,9.6,14.026,26.216,25.592,13.083,23.758,14.997,17.27933333,0.136,0.608,32.815
,22.569,26.216,18.078,10.01,13.551,23.16,25.592,13.551,21.984,16.507,17.34733333,0.136,0.491,32.815
,21.984,22.569,18.616,10.01,12.623,17.547,30.098,13.083,18.616,18.078,16.59233333,0.136,0.491,32.815
,21.984,28.128,17.547,9.6,11.723,16.507,29.435,12.169,19.16,19.16,16.82966667,0.136,0.29,35.632
,22.569,34.918,16.507,10.01,11.284,19.711,28.128,16.507,19.16,21.406,19.02433333,0.079,0.035,37.811
,23.16,32.126,15.493,10.427,10.852,17.547,26.847,18.078,19.16,22.569,19.93566667,0.035,9.985333333,39.295
,23.758,30.768,15.493,12.623,10.852,11.723,25.592,21.984,19.16,23.16,21.43466667,0.035,10.73483333,39.295
,23.758,29.435,17.547,12.623,10.427,11.723,24.363,26.847,21.984,19.711,22.84733333,0.008,11.42766667,40.046
,28.128,30.768,15.493,12.623,10.01,10.852,24.363,29.435,26.216,20.269,25.30666667,22.78783333,24.04725,40.046
,24.974,29.435,15.493,13.083,10.01,10.852,24.363,28.778,33.51,20.269,27.519,23.894,25.7065,40.046
,24.974,28.778,28.128,12.623,10.01,10.852,24.974,42.336,38.55,20.269,33.71833333,26.99366667,30.356,40.046
,24.363,26.216,37.811,12.169,9.6,12.169,24.363,40.803,40.803,19.16,33.58866667,26.37433333,29.9815,40.046
,24.363,24.974,40.803,11.723,9.6,15.493,23.758,34.918,42.336,19.16,32.138,25.649,28.8935,40.046
,23.758,23.758,40.046,10.852,10.01,16.507,24.363,28.128,42.336,18.616,29.69333333,24.15466667,26.924,40.803
,23.758,21.984,36.352,10.852,10.01,14.508,24.974,26.847,42.336,18.078,29.087,23.5825,26.33475,40.803
,23.16,20.834,33.51,10.852,10.852,14.508,25.592,25.592,41.566,17.547,28.235,22.891,25.563,40.803
,20.834,20.834,33.51,10.852,11.723,14.508,24.974,25.592,42.336,17.024,28.31733333,22.67066667,25.494,39.295
,19.711,20.269,40.803,11.723,11.723,14.508,21.406,21.984,40.803,17.024,26.60366667,21.81383333,24.20875,40.046
,18.616,20.269,48.711,11.723,11.723,17.024,19.711,19.711,38.55,18.078,25.44633333,21.76216667,23.60425,41.566
,18.616,23.758,45.475,11.723,13.083,16.507,18.616,19.711,35.632,17.547,24.29666667,20.92183333,22.60925,41.566
,18.078,24.363,41.566,11.723,14.508,16.507,17.547,20.269,32.126,21.984,24.793,23.3885,24.09075,42.336
,18.616,21.984,37.811,10.01,20.834,18.078,18.616,23.16,32.126,15.996,23.76066667,19.87833333,21.8195,44.3055
,23.16,19.711,40.803,10.01,23.16,20.834,24.363,23.16,32.126,15.996,23.76066667,19.87833333,21.8195,46.275
,21.984,18.616,37.811,10.01,24.363,20.834,25.592,24.363,32.126,15.493,23.994,19.7435,21.86875,47.893
,21.984,18.078,34.211,11.723,23.16,20.269,27.484,26.216,31.444,15.493,24.38433333,19.93866667,22.1615,48.711
,26.847,17.547,30.768,15.493,21.984,19.711,27.484,30.098,30.768,15.493,25.453,20.473,22.963,51.201
,,,,,,,,,,,,,,
,26.847,16.507,27.484,16.507,21.406,19.711,29.435,32.126,35.632,14.997,0.385,0.29,0.136,75.985
,28.778,15.493,25.592,16.507,21.406,20.834,28.128,37.811,35.632,14.026,0.385,0.29,0.207,80.013
,32.126,15.493,25.592,18.616,21.406,19.711,26.847,40.803,36.352,14.997,0.385,0.385,0.491,83.092
,32.126,14.997,24.363,30.098,23.758,17.547,25.592,43.893,36.352,16.507,0.385,0.385,1.024,89.402
,30.768,15.493,23.16,27.484,28.128,17.024,24.974,47.893,30.098,18.078,0.491,0.385,1.914,94.813
,26.847,16.507,21.984,23.16,43.893,15.493,24.363,57.219,29.435,19.711,0.491,0.385,2.121,95.912
,24.363,18.616,20.834,20.834,43.893,18.616,25.592,65.378,28.778,28.128,0.608,0.491,2.336,97.016
,23.758,18.616,19.711,20.834,53.744,20.834,30.768,72.048,28.778,32.815,0.736,0.608,2.561,97.016
,23.16,17.547,18.616,20.269,54.604,25.592,32.126,70.114,30.098,38.55,0.736,0.608,2.561,102.618
,22.569,16.507,18.078,18.616,43.893,27.484,45.475,70.114,30.098,40.803,0.736,0.385,5.278,102.618
,21.406,15.493,17.547,17.547,37.811,30.098,46.275,74.005,29.435,40.803,1.914,0.136,6.253,108.357
,22.569,14.508,17.547,16.507,33.51,30.098,47.081,82.06,30.098,43.111,2.336,0.136,5.595,114.23
,20.834,14.508,16.507,15.493,30.768,23.16,47.081,74.005,42.336,46.275,2.561,0.385,6.943,123.905
,28.778,13.551,15.996,14.508,26.847,24.363,55.47,68.202,42.336,48.711,2.794,1.351,21.984,132.65
,34.211,13.083,15.493,14.508,27.484,23.758,63.524,64.448,44.681,46.275,2.794,3.287,47.081,141.652
,43.893,13.551,15.493,14.508,29.435,22.569,64.448,64.448,45.475,45.475,3.287,4.668,48.711,142.959
,45.475,15.493,15.493,14.508,26.216,22.569,47.081,64.448,46.275,45.475,3.814,5.92,57.219,142.959
,48.711,17.547,15.493,22.569,25.592,26.216,44.681,69.155,45.475,46.275,4.375,6.253,57.219,144.271
,74.005,18.078,15.996,28.128,23.16,24.363,45.475,67.255,41.566,46.275,5.278,6.943,66.314,144.271
,69.155,17.547,16.507,26.216,21.984,24.363,47.081,63.524,30.768,46.275,30.098,10.852,66.314,145.588
,70.114,20.834,18.616,25.592,20.834,26.847,49.535,62.606,30.098,52.89,32.126,10.852,71.078,146.91
,71.078,23.758,17.024,24.363,21.406,26.847,50.365,55.47,30.098,65.378,32.815,11.284,75.985,160.419
,71.078,21.406,15.493,30.098,19.711,28.128,48.711,49.535,30.768,73.024,38.55,11.723,77.988,186.021
,69.155,20.834,14.508,23.16,19.16,28.128,47.081,47.081,30.768,75.985,57.219,8.803,78.997,207.06
,65.378,19.711,14.026,20.834,29.435,30.768,47.081,53.744,30.768,82.06,72.048,2.121,77.988,238.797
,64.448,18.616,14.508,28.128,36.352,37.811,47.081,62.606,30.768,70.114,72.048,1.914,81.034,242.078
,74.005,18.078,14.997,35.632,34.918,41.566,48.711,69.155,30.098,70.114,74.005,1.914,81.034,194.918
,76.984,17.547,14.997,36.352,37.811,40.803,50.365,75.985,30.098,75.985,74.993,2.121,82.06,197.924
,80.013,17.547,14.508,38.55,37.078,42.336,60.787,93.72,29.435,83.092,81.034,2.336,83.092,199.434
,80.013,17.547,14.508,43.893,36.352,42.336,68.202,113.044,28.128,90.473,83.092,3.036,83.092,193.423
,82.06,20.269,14.508,50.365,32.126,42.336,75.985,116.617,27.484,99.24,83.092,7.664,86.222,186.021
,84.13,23.16,13.551,46.275,32.126,36.352,74.005,127.621,26.216,102.618,85.173,11.284,86.222,203.995
,89.402,28.128,13.083,46.275,32.126,43.893,70.114,157.676,24.974,95.912,86.222,12.623,86.222,380.841
,87.277,40.803,13.551,47.893,33.51,53.744,74.005,156.312,23.758,88.337,87.277,17.547,88.337,376.844
,84.13,37.811,13.551,55.47,37.811,51.201,64.448,131.385,28.778,77.988,78.997,40.803,88.337,357.139
,82.06,37.811,13.083,48.711,37.811,68.202,63.524,132.65,34.918,77.988,66.314,73.024,88.337,279.443
,86.222,50.365,18.078,57.219,40.803,71.078,64.448,156.312,40.803,76.984,65.378,75.985,102.618,281.197
,92.632,48.711,31.444,58.102,43.893,72.048,67.255,161.798,42.336,94.813,78.997,76.984,290.035,279.443
,95.912,56.341,26.847,58.991,52.043,72.048,72.048,164.571,40.046,117.818,99.24,76.984,313.568,130.125
,103.755,59.886,25.592,60.787,67.255,74.005,75.985,165.966,40.046,160.419,113.044,73.024,311.73,127.621
,113.044,58.102,24.974,58.991,71.078,77.988,80.013,167.365,40.803,175.869,126.377,61.694,320.969,122.677
,117.818,58.991,24.974,67.255,74.005,77.988,75.985,173.015,41.566,167.365,131.385,60.787,328.444,125.139
,114.23,57.219,30.098,72.048,95.912,75.985,74.993,181.64,44.681,160.419,140.35,65.378,330.325,127.621
,113.044,59.886,43.893,72.048,106.045,74.005,86.222,184.556,43.111,184.556,126.377,74.993,334.1,140.35
,102.618,58.991,50.365,72.048,92.632,88.337,86.222,186.021,43.111,202.47,127.621,77.988,311.73,184.556
,100.361,63.524,57.219,76.984,98.125,92.632,84.13,211.696,43.893,187.491,126.377,84.13,343.618,330.325
,99.24,66.314,60.787,85.173,108.357,86.222,94.813,355.193,52.89,173.015,123.905,86.222,330.325,311.73
,108.357,70.114,52.043,84.13,108.357,81.034,141.652,339.797,55.47,202.47,116.617,203.995,311.73,302.608
,156.312,66.314,52.043,75.985,106.045,84.13,117.818,308.067,59.886,197.924,91.55,161.798,302.608,286.486
,187.491,64.448,48.711,74.005,148.238,99.24,145.588,242.078,61.694,187.491,75.985,146.91,304.423,275.951
,211.696,64.448,58.102,72.048,115.421,122.677,119.025,210.146,57.219,183.095,81.034,161.798,304.423,275.951
,205.525,72.048,65.378,74.005,111.864,139.054,152.252,210.146,56.341,194.918,85.173,170.18,306.243,282.955
,200.95,90.473,71.078,75.985,110.69,137.762,159.045,205.525,57.219,197.924,88.337,159.045,311.73,304.423
,230.679,80.013,70.114,88.337,108.357,122.677,156.312,194.918,57.219,219.52,120.237,139.054,313.568,343.618
,250.366,92.632,65.378,86.222,106.045,120.237,156.312,159.045,57.219,267.303,168.77,132.65,326.568,359.088
,281.197,89.402,64.448,85.173,99.24,114.23,156.312,142.959,54.604,353.253,190.447,120.237,345.536,353.253
,267.303,91.55,68.202,94.813,97.016,116.617,159.045,233.912,67.255,334.1,194.918,114.23,355.193,353.253
,257.083,91.55,70.114,110.69,95.912,108.357,173.015,330.325,93.72,347.458,196.419,114.23,359.088,332.21
,248.699,106.045,74.005,127.621,113.044,127.621,187.491,388.888,84.13,335.994,197.924,114.23,378.84,335.994
,237.164,113.044,92.632,139.054,149.571,48.711,184.556,284.718,84.13,335.994,186.021,114.23,394.971,353.253
,230.679,123.905,77.988,164.571,137.762,153.6,184.556,149.571,103.755,363.002,161.798,120.237,386.869,355.193
,,,,,,,,,,,,,,
,214.81,127.621,170.18,205.525,133.92,135.196,194.918,154.954,106.045,380.841,145.588,119.025,399.049,364.966
,202.47,141.652,174.439,199.434,115.421,126.377,200.95,160.419,86.222,343.618,122.677,120.237,399.049,390.911
,200.95,142.959,159.045,137.762,70.114,108.357,202.47,149.571,74.005,341.705,117.818,126.377,394.971,397.008
,196.419,132.65,170.18,130.125,99.24,101.487,194.918,141.652,92.632,343.618,111.864,159.045,397.008,453.708
,197.924,122.677,170.18,117.818,108.357,102.618,290.035,154.954,94.813,343.618,109.52,146.91,419.711,473.334
