2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
,233.912,145.588,142.959,99.24,117.818,102.618,306.243,161.798,75.985,335.994,107.198,145.588,430.212,388.888
,243.726,181.64,164.571,101.487,148.238,122.677,293.604,164.571,71.078,335.994,102.618,144.271,430.212,525.116
,253.715,173.015,173.015,127.621,145.588,150.909,320.969,163.182,66.314,317.259,91.55,145.588,399.049,529.729
,211.696,184.556,175.869,164.571,108.357,290.035,339.797,164.571,58.102,267.303,91.55,148.238,388.888,536.68
,196.419,171.595,159.045,187.491,113.044,247.036,359.088,184.556,74.005,253.715,81.034,148.238,388.888,534.359
,184.556,175.869,161.798,355.193,117.818,326.568,284.718,214.81,75.985,300.798,80.013,149.571,378.84,539.006
,196.419,224.273,205.525,374.853,137.762,345.536,300.798,238.797,71.078,302.608,78.997,159.045,374.853,541.337
,200.95,205.525,199.434,230.679,125.139,361.043,447.246,217.945,69.155,275.951,77.988,170.18,374.853,541.337
,190.447,186.021,,196.419,120.237,298.992,598.567,200.95,68.202,275.951,227.466,173.015,368.907,553.054
,216.375,175.869,,257.083,109.52,274.212,493.319,187.491,69.155,270.748,240.435,184.556,370.885,553.054
,225.867,164.571,,222.684,110.69,242.078,347.458,164.571,76.984,258.774,253.715,197.924,374.853,564.879
,202.47,156.312,,224.273,145.588,257.083,574.418,184.556,82.06,258.774,240.435,202.47,349.385,564.879
,274.212,156.312,,240.435,199.434,250.366,390.911,208.6,80.013,255.396,232.293,210.146,339.797,569.64
,502.316,148.238,,237.164,203.995,243.726,347.458,229.07,94.813,257.083,290.035,202.47,335.994,574.418
,432.326,145.588,200.95,247.036,205.525,240.435,308.067,250.366,113.044,258.774,298.992,173.015,335.994,576.813
,317.259,137.762,193.423,214.81,222.684,240.435,257.083,324.697,159.045,267.303,194.918,163.182,384.855,572.027
,319.112,140.35,202.47,193.423,248.699,240.435,291.817,366.934,168.77,270.748,174.439,167.365,407.26,564.879
,298.992,148.238,187.491,194.918,230.679,277.695,270.748,262.171,184.556,260.47,164.571,180.19,434.444,559.899
,302.608,153.6,217.945,184.556,199.434,300.798,269.023,313.568,205.525,313.568,180.19,187.491,440.825,541.337
,324.697,153.6,194.918,170.18,202.47,291.817,274.212,458.038,217.945,382.846,181.64,190.447,451.55,541.337
,328.444,196.419,214.81,173.015,205.525,274.212,253.715,421.803,208.6,370.885,177.305,202.47,458.038,546.01
,332.21,175.869,224.273,174.439,211.696,284.718,260.47,423.898,205.525,428.103,177.305,216.375,415.543,548.354
,328.444,237.164,221.099,173.015,200.95,315.411,202.47,384.855,202.47,409.324,184.556,225.867,409.324,553.054
,403.145,240.435,202.47,177.305,178.745,330.325,279.443,372.867,199.434,351.316,202.47,214.81,419.711,560.136
,399.049,233.912,199.434,214.81,180.19,401.095,270.748,370.885,193.423,320.969,232.293,188.967,415.543,567.257
,436.566,211.696,194.918,164.571,227.466,534.359,277.695,364.966,170.18,284.718,302.608,180.19,411.392,567.257
,453.708,211.696,191.932,149.571,242.078,610.802,311.73,324.697,180.19,267.303,309.896,165.966,409.324,567.257
,534.359,211.696,187.491,146.91,227.466,529.729,349.385,309.896,181.64,258.774,306.243,187.491,440.825,567.257
,581.617,190.447,177.305,161.798,258.774,357.139,417.625,394.971,165.966,272.477,281.197,281.197,451.55,567.257
,497.808,187.491,173.015,164.571,302.608,378.84,315.411,378.84,164.571,253.715,250.366,355.193,451.55,567.257
,449.396,227.466,196.419,181.64,298.992,359.088,335.994,337.893,167.365,245.379,265.587,306.243,453.708,567.257
,477.744,267.303,186.021,217.945,374.853,378.84,543.671,349.385,202.47,242.078,272.477,330.325,455.871,541.337
,403.145,202.47,207.06,149.571,370.885,345.536,397.008,386.869,202.47,260.47,295.395,334.1,455.871,567.257
,384.855,187.491,210.146,291.817,436.566,355.193,345.536,382.846,205.525,274.212,368.907,334.1,458.038,588.855
,363.002,180.19,252.038,232.293,339.797,681.296,343.618,366.934,196.419,288.258,419.711,343.618,460.21,588.855
,378.84,167.365,255.396,233.912,341.705,601.005,335.994,353.253,200.95,332.21,376.844,359.088,460.21,591.277
,451.55,157.676,247.036,214.81,411.392,596.132,328.444,339.797,207.06,445.101,353.253,324.697,451.55,809.827
,335.994,163.182,232.293,207.06,438.693,640.605,309.896,317.259,210.146,451.55,332.21,328.444,453.708,826.567
,275.951,159.045,224.273,197.924,460.21,618.195,284.718,319.112,221.099,484.392,351.316,378.84,447.246,686.458
,302.608,164.571,260.47,175.869,374.853,643.116,258.774,359.088,230.679,473.334,270.748,380.841,378.84,543.671
,320.969,167.365,302.608,175.869,272.477,506.841,265.587,399.049,225.867,455.871,253.715,363.002,361.043,539.006
,281.197,168.77,265.587,177.305,347.458,462.386,270.748,484.392,221.099,447.246,242.078,363.002,339.797,557.771
,281.197,175.869,309.896,161.798,306.243,620.668,286.486,405.2,216.375,440.825,232.293,355.193,330.325,567.257
,432.326,205.525,324.697,187.491,250.366,608.347,315.411,405.2,196.419,430.212,224.273,320.969,326.568,572.027
,359.088,217.945,306.243,394.971,250.366,586.438,298.992,386.869,263.877,411.392,210.146,258.774,320.969,475.536
,332.21,253.715,253.715,351.316,306.243,511.383,267.303,436.566,407.26,409.324,217.945,343.618,311.73,372.867
,339.797,250.366,267.303,306.243,339.797,415.543,326.568,511.383,330.325,339.797,265.587,464.567,378.84,355.193
,440.825,274.212,194.918,210.146,258.774,671.021,317.259,874.801,320.969,332.21,265.587,495.561,425.998,337.893
,588.855,275.951,317.259,190.447,230.679,749.722,449.396,488.846,237.164,306.243,304.423,511.383,390.911,337.893
,432.326,281.197,288.258,178.745,222.684,630.602,462.386,388.888,288.258,284.718,382.846,302.608,394.971,363.002
,378.84,295.395,248.699,233.912,224.273,625.627,413.465,409.324,288.258,263.877,378.84,247.036,366.934,357.139
,343.618,297.191,237.164,335.994,225.867,613.262,345.536,388.888,347.458,260.98,322.831,242.078,349.385,330.325
,306.243,300.798,258.774,343.618,409.324,635.595,372.867,399.049,401.095,364.966,293.604,233.912,376.844,345.536
,286.486,258.774,258.774,364.966,403.145,596.132,449.396,421.803,324.697,380.841,263.877,222.684,399.049,349.385
,298.992,221.099,270.748,368.907,382.846,506.841,364.966,413.465,313.568,335.994,671.021,243.726,317.259,359.088
,302.608,243.726,208.6,315.411,311.73,462.386,515.943,468.941,295.395,302.608,363.002,295.395,267.303,359.088
,482.172,274.212,233.912,370.885,320.969,468.941,484.392,390.911,332.21,572.027,357.139,423.898,263.877,359.088
,468.941,282.955,335.994,601.005,306.243,466.752,500.06,417.625,332.21,640.605,330.325,608.347,279.443,443.895
,633.097,302.608,341.705,343.618,258.774,471.135,529.729,413.465,317.259,596.132,332.21,513.661,297.191,405.426
,605.895,302.608,242.078,372.867,242.078,407.26,473.334,419.711,269.023,623.145,343.618,473.334,378.84,426.087
,557.771,311.73,267.303,320.969,237.164,339.797,368.907,449.396,267.303,567.257,349.385,473.334,415.543,444.4385
,696.834,306.243,243.726,253.715,277.695,449.396,257.083,397.008,233.912,525.116,343.618,462.386,378.84,420.613
,650.676,237.164,211.696,233.912,317.259,430.212,245.379,368.907,238.797,546.01,355.193,468.941,378.84,423.8905
,744.358,202.47,181.64,202.47,300.798,415.543,252.038,357.139,227.466,760.501,361.043,392.939,384.855,388.897
,628.112,190.447,184.556,221.099,260.47,386.869,411.392,339.797,260.47,567.257,484.392,366.934,378.84,372.887
,591.277,199.434,210.146,242.078,488.846,370.885,392.939,330.325,237.164,511.383,495.561,588.855,366.934,477.8945
,543.671,199.434,196.419,224.273,324.697,484.392,368.907,334.1,237.164,591.277,434.444,468.941,374.853,421.897
,511.383,247.036,207.06,205.525,529.729,423.898,366.934,328.444,247.036,608.347,413.465,518.23,378.84,448.535
,502.316,250.366,265.587,253.715,613.262,506.841,366.934,343.618,230.679,576.813,361.043,495.561,366.934,431.2475
,436.566,258.774,306.243,213.25,596.132,495.561,359.088,347.458,214.81,576.813,330.325,409.324,359.088,384.206
,332.21,258.774,,184.556,491.08,495.561,361.043,317.259,187.491,782.258,355.193,320.969,361.043,341.006
,332.21,242.078,,288.258,421.803,527.42,366.934,284.718,174.439,889.213,541.337,368.907,313.568,341.2375
,272.477,211.696,,205.525,411.392,536.68,363.002,242.078,170.18,598.567,567.257,425.998,462.386,444.192
,272.477,190.447,,187.491,382.846,529.729,357.139,175.869,170.18,451.55,479.955,409.324,319.112,364.218
,233.912,174.439,,309.896,515.943,502.316,339.797,335.994,170.18,363.002,399.049,495.561,440.825,468.193
,214.81,170.18,,210.146,502.316,423.898,328.444,221.099,159.045,370.885,363.002,415.543,436.566,426.0545
,238.797,165.966,,202.47,430.212,359.088,337.893,217.945,159.045,355.193,339.797,449.396,430.212,439.804
,205.525,153.6,,194.918,409.324,332.21,315.411,214.81,150.909,328.444,339.797,462.386,428.103,445.2445
,199.434,156.312,,193.423,515.943,320.969,335.994,207.06,132.65,328.444,363.002,415.543,339.797,377.67
,199.434,165.966,,190.447,386.869,293.604,355.193,196.419,117.818,347.458,359.088,532.041,191.932,361.9865
,190.447,225.867,,190.447,374.853,284.718,378.84,187.491,117.818,370.885,347.458,776.794,202.47,489.632
,181.64,202.47,,225.867,300.798,270.748,351.316,184.556,125.139,445.101,407.26,790.485,242.078,516.2815
,230.679,193.423,,213.25,302.608,253.715,471.135,196.419,122.677,359.088,423.898,699.439,248.699,474.069
,306.243,205.525,,263.877,306.243,260.47,525.116,183.095,126.377,353.253,445.101,633.097,258.774,445.9355
,240.435,221.099,,237.164,332.21,277.695,376.844,165.966,140.35,364.966,638.098,364.966,237.164,301.065
,221.099,242.078,,216.375,330.325,288.258,324.697,163.182,184.556,363.002,596.132,330.325,242.078,286.2015
,193.423,214.81,,233.912,320.969,250.366,293.604,154.954,232.293,306.243,676.15,343.618,213.25,278.434
,,,,,,,,,,,,,,
,221.099,167.365,,232.293,267.303,240.435,349.385,152.252,248.699,315.411,555.41,368.907,194.918,281.9125
,233.912,150.909,,217.945,243.726,272.477,337.893,148.238,230.679,335.994,451.55,330.325,191.932,261.1285
,214.81,144.271,,214.81,207.06,243.726,376.844,148.238,210.146,328.444,415.543,339.797,187.491,263.644
,184.556,137.762,,202.47,187.491,221.099,502.316,146.91,196.419,313.568,386.869,243.726,181.64,212.683
,164.571,120.237,,227.466,173.015,202.47,351.316,95.912,173.015,282.955,376.844,200.95,181.64,191.295
,159.045,108.357,,240.435,173.015,190.447,320.969,94.813,164.571,258.774,281.197,170.18,214.81,192.495
,156.312,106.045,,315.411,156.312,177.305,290.035,90.473,178.745,250.366,170.18,164.571,330.325,247.448
,186.021,95.912,,227.466,173.015,181.64,252.038,90.473,184.556,225.867,149.571,164.571,388.888,276.7295
,186.021,82.06,,227.466,202.47,184.556,210.146,87.277,167.365,205.525,142.959,156.312,413.465,284.8885
,186.021,74.005,,343.618,214.81,202.47,193.423,86.222,175.869,186.021,120.237,145.588,430.212,287.9
,202.47,66.314,,293.604,196.419,199.434,175.869,86.222,187.491,167.365,110.69,142.959,430.212,286.5855
,409.324,58.991,,413.465,205.525,187.491,156.312,94.813,221.099,153.6,108.357,142.959,451.55,297.2545
,275.951,60.787,,438.693,199.434,175.869,148.238,97.016,225.867,142.959,98.125,140.35,409.324,274.837
,281.197,61.694,,378.84,178.745,161.798,149.571,94.813,291.817,126.377,88.337,114.23,386.869,250.5495
186.021,270.748,58.991,,309.896,167.365,148.238,142.959,83.092,355.193,122.677,75.985,107.198,366.934,237.066
221.099,275.951,57.219,,240.435,156.312,146.91,152.252,75.985,313.568,110.69,69.155,97.016,252.038,174.527
202.47,263.877,60.787,,202.47,142.959,145.588,139.054,73.024,262.171,99.24,63.524,91.55,230.679,161.1145
187.491,322.831,58.991,,187.491,137.762,139.054,139.054,71.078,208.6,86.222,55.47,88.337,217.945,153.141
177.305,384.855,57.219,,173.015,117.818,135.196,142.959,69.155,202.47,75.985,54.604,75.985,199.434,137.7095
194.918,440.825,57.219,,150.909,106.045,120.237,145.588,66.314,196.419,78.997,53.744,69.155,194.918,132.0365
187.491,334.1,57.219,,140.35,99.24,115.421,141.652,65.378,173.015,77.988,52.043,65.378,177.305,121.3415
197.924,324.697,58.991,,131.385,101.487,106.045,137.762,65.378,153.6,68.202,52.043,61.694,160.419,111.0565
187.491,288.258,58.991,,110.69,99.24,101.487,125.139,64.448,126.377,66.314,52.043,64.448,156.312,110.38
177.305,237.164,58.102,,101.487,95.912,93.72,86.222,64.448,125.139,60.787,48.711,66.314,157.676,111.995
165.966,257.083,58.991,,86.222,90.473,91.55,74.005,64.448,116.617,57.219,44.681,60.787,157.676,109.2315
225.867,224.273,57.219,,72.048,95.912,97.016,70.114,64.448,104.897,52.89,43.893,58.102,163.182,110.642
233.912,243.726,61.694,,66.314,80.013,132.65,68.202,70.114,98.125,51.201,43.893,61.694,160.419,111.0565
233.912,237.164,60.787,,71.078,77.988,184.556,68.202,84.13,94.813,49.535,43.893,63.524,152.252,107.888
221.099,237.164,60.787,,71.078,77.988,247.036,66.314,81.034,88.337,47.893,43.893,68.202,145.588,106.895
207.06,208.6,59.886,,70.114,77.988,250.366,64.448,92.632,82.06,44.681,44.681,69.155,126.377,97.766
190.447,188.967,60.787,,69.155,75.985,243.726,60.787,98.125,80.013,43.893,43.893,69.155,123.905,96.53
171.595,168.77,66.314,,68.202,82.06,214.81,60.787,110.69,77.988,43.893,43.111,69.155,121.455,95.305
47.081,153.6,66.314,,68.202,84.13,191.932,58.991,122.677,74.993,43.893,43.111,70.114,120.237,95.1755
145.588,145.588,62.606,,68.202,77.988,159.045,57.219,159.045,73.024,43.111,42.336,73.024,91.55,82.287
135.196,137.762,59.886,,66.314,76.984,159.045,56.341,159.045,70.114,42.336,43.111,75.985,62.606,69.2955
120.237,130.125,54.604,,64.448,75.985,142.959,55.47,159.045,67.255,42.336,45.475,75.985,62.606,69.2955
104.897,106.045,52.89,,62.606,74.005,120.237,56.341,159.045,66.314,39.295,46.275,71.078,61.694,66.386
106.045,85.173,50.365,,60.787,71.078,102.618,53.744,157.676,63.524,37.078,47.081,71.078,59.886,65.482
107.198,84.13,49.535,,60.787,66.314,90.473,52.89,178.745,64.448,37.078,47.081,69.155,58.991,64.073
108.357,82.06,48.711,,57.219,65.378,77.988,52.89,190.447,58.991,33.51,47.893,66.314,55.47,60.892
107.198,81.034,47.081,,55.47,64.448,74.005,52.043,197.924,56.341,33.51,50.365,65.378,52.89,59.134
106.045,70.114,45.475,,53.744,61.694,74.993,51.201,187.491,55.47,26.847,57.219,63.524,52.89,58.207
103.755,74.005,43.893,,52.043,58.991,74.993,51.201,178.745,54.604,23.16,61.694,61.694,51.201,56.4475
98.125,70.114,43.111,,52.043,57.219,74.005,48.711,150.909,53.744,20.834,58.991,55.47,48.711,52.0905
90.473,70.114,42.336,,51.201,55.47,74.005,47.893,108.357,52.89,19.711,52.89,53.744,48.711,51.2275
86.222,69.155,40.803,,50.365,54.604,73.024,47.081,92.632,51.201,16.507,48.711,52.89,48.711,50.8005
91.55,69.155,40.803,,50.365,53.744,72.048,47.081,94.813,50.365,14.026,49.535,50.365,52.89,51.6275
91.55,66.314,40.803,,48.711,52.043,72.048,45.475,91.55,49.535,13.551,46.275,48.711,52.89,50.8005
91.55,64.448,40.803,,47.081,56.341,70.114,46.275,80.013,49.535,13.083,37.078,47.893,48.711,48.302
86.222,64.448,39.295,,47.081,65.378,70.114,42.336,77.988,48.711,13.083,30.098,47.081,48.711,47.896
82.06,65.378,38.55,,47.081,74.005,69.155,40.803,75.985,47.893,12.169,29.435,47.081,46.275,46.678
77.988,68.202,37.811,,46.275,73.024,70.114,40.046,74.993,47.081,12.169,28.778,47.081,47.081,47.081
77.988,72.048,37.078,,45.475,68.202,72.048,37.811,72.048,47.081,12.169,27.484,46.275,44.681,45.478
74.005,68.202,36.352,,45.475,62.606,71.078,36.352,68.202,45.475,13.083,26.847,46.275,44.681,45.478
75.985,66.314,36.352,,46.275,57.219,68.202,39.295,66.314,43.893,12.623,25.592,46.275,44.681,45.478
74.005,64.448,36.352,,52.043,52.043,67.255,43.893,68.202,43.111,13.083,10.852,46.275,44.681,45.478
72.048,62.606,36.352,,57.219,52.043,64.448,44.681,66.314,42.336,12.169,10.427,45.475,44.681,45.078
70.114,60.787,34.918,,52.89,49.535,60.787,44.681,60.787,40.803,12.623,10.01,45.475,44.681,45.078
67.255,57.219,34.918,,51.201,48.711,60.787,43.111,58.991,38.55,13.083,10.01,44.681,44.681,44.681
66.314,54.604,34.918,,48.711,47.081,58.102,42.336,56.341,37.811,12.623,10.01,43.893,44.681,44.287
64.448,52.043,34.211,,45.475,45.475,56.341,41.566,55.47,37.811,12.169,9.6,44.681,44.681,44.681
,,,,,,,,,,,,,,
62.606,52.043,34.211,,43.893,45.475,63.524,41.566,55.47,37.078,12.169,8.803,47.081,43.111,45.096
60.787,52.043,34.211,,42.336,45.475,55.47,40.803,54.604,40.803,12.623,8.803,47.081,40.803,43.942
60.787,50.365,33.51,,41.566,42.336,55.47,40.803,55.47,42.336,12.169,8.803,47.081,40.803,43.942
58.991,48.711,32.126,,41.566,42.336,58.991,40.046,55.47,41.566,11.723,8.037,46.275,40.803,43.539
57.219,48.711,32.126,,39.295,40.803,65.378,40.046,54.604,41.566,10.852,7.664,46.275,37.078,41.6765
55.47,47.081,31.444,,38.55,39.295,70.114,40.046,54.604,40.046,10.01,7.664,45.475,37.078,41.2765
52.043,45.475,30.768,,37.811,39.295,71.078,38.55,53.744,38.55,8.803,7.664,47.893,37.078,42.4855
53.744,45.475,30.098,,36.352,39.295,70.114,37.811,52.043,37.811,8.416,7.3,52.89,37.078,44.984
52.89,44.681,29.435,,36.352,39.295,68.202,37.078,50.365,37.078,8.037,6.253,52.89,35.632,44.261
52.043,43.111,28.128,,36.352,39.295,67.255,37.078,50.365,37.078,7.664,6.253,47.081,35.632,41.3565
52.043,43.111,27.484,,36.352,37.811,62.606,36.352,48.711,36.352,6.253,5.92,46.275,35.632,40.9535
50.365,42.336,27.484,,36.352,37.078,52.89,34.918,48.711,36.352,6.253,5.595,46.275,35.632,40.9535
52.043,42.336,27.484,,36.352,36.352,50.365,34.211,47.893,35.632,6.595,5.595,45.475,35.632,40.5535
55.47,40.803,27.484,,36.352,36.352,50.365,34.211,47.081,34.918,6.595,5.595,44.681,35.632,40.1565
58.102,40.803,27.484,,34.918,36.352,50.365,34.211,47.081,34.918,6.253,5.595,44.681,34.918,39.7995
57.219,40.046,29.435,,34.211,35.632,49.535,33.51,46.275,34.918,5.595,5.278,44.681,34.918,39.7995
53.744,39.295,34.918,,33.51,34.918,48.711,32.126,44.681,34.918,5.278,5.278,43.893,34.918,39.4055
50.365,39.295,36.352,,32.126,33.51,47.081,32.126,43.893,34.211,4.969,5.278,42.336,34.918,38.627
48.711,39.295,39.295,,30.098,32.126,47.081,32.126,43.893,34.211,4.969,5.278,41.566,34.918,38.242
47.893,39.295,38.55,,29.435,32.126,47.081,31.444,42.336,30.768,5.595,5.278,44.681,34.918,39.7995
47.081,37.078,36.352,,29.435,32.126,44.681,30.768,41.566,32.815,4.969,5.278,40.803,39.295,40.049
45.475,36.352,34.918,,28.128,31.444,43.111,30.768,40.046,32.815,4.969,4.969,48.711,39.295,44.003
44.681,37.078,33.51,,28.128,30.768,42.336,30.098,37.811,32.815,4.969,4.668,26.847,39.295,33.071
43.893,37.078,32.126,,28.778,30.768,40.803,30.098,36.352,34.211,4.668,3.814,32.126,38.55,35.338
45.475,37.078,32.126,,29.435,30.098,40.803,30.098,35.632,34.918,4.09,3.546,22.569,37.078,29.8235
44.681,37.078,30.768,,29.435,29.435,40.803,30.098,34.918,34.211,3.546,3.287,20.269,37.078,28.6735
43.893,37.078,28.778,,28.778,28.778,40.803,29.435,34.918,34.918,3.287,3.287,20.269,37.078,28.6735
43.111,37.078,28.128,,28.778,28.778,39.295,28.778,34.918,34.918,3.287,3.287,20.269,36.352,28.3105
40.803,37.078,27.484,,28.128,28.128,39.295,28.128,34.918,34.211,3.036,3.036,20.269,32.815,26.542
39.295,37.811,27.484,,28.128,28.128,39.295,28.128,36.352,34.211,3.036,3.036,18.078,30.098,24.088
39.295,37.811,26.847,,28.128,27.484,39.295,27.484,36.352,34.211,3.036,3.036,14.508,28.778,21.643
